methyl	BMI.p	arm.p	int.p	BMI.p2	arm.p2	arm2.beta1	arm3.beta1	BMI.beta1	arm2xbmi.beta1	arm3xbmi.beta1	arm2.beta2	arm3.beta2	BMI.beta2	NAs	zeros	non.zeros	ones	non.ones	outliers	diff.miss	ME	Chr	pos	genes	genes_flanking	genes_type	total.NAs	BMI.fdr	arm.fdr	int.fdr	BMI.fdr2	arm.fdr2
chr19.55689071	0.000388924961802377	0.00037106299964169	0.000155487980282689	0.435760211283612	0.269346773685102	-0.630275673336408	0.187606661268876	-0.00875099568366901	0.0268022744315151	-0.00706330240658909	0.0535523629670197	0.00785338721136702	-0.00295986381290478	6	0	93	0	93	0	0.154305944333155	.	chr19	55689071	EPN1	EPN1	HAVANA	6	0.3016797366564	0.188138528440887	0.33983114198727	0.999490217788451	0.863821286876818
chr19.36290176	0.000127873858269221	0.000527305714236997	7.48272602608667e-05	0.255127124964139	0.699302300567221	0.448595632833405	0.40112007659669	0.0118793228908645	-0.0168882596917509	-0.0146098431519746	0.0126278126864878	0.0162648683223481	0.00213013266368222	14	0	84	27	57	1	0.462288612049361	.	chr19	36290176	.	.	.	15	0.201998071445946	0.213027633886889	0.276300853014194	0.995907211930747	0.964839167367999
chr19.35896059	4.32599102534571e-05	5.44365353353621e-05	5.39177057390473e-05	0.108415471037841	0.124557882906891	0.341327210063619	0.761123966603424	0.00812947473093852	-0.0107351359706001	-0.0270167632773821	0.0516125762019555	0.0477180167324646	-0.00451621367876456	16	0	83	3	80	0	0.69929012867025	.	chr19	35896059	NFKBID	NFKBID	HAVANA	16	0.126550812306379	0.0889833351005323	0.247726162111767	0.981642398810111	0.773328786130971
chr19.58118403	0.000409675606234028	0.00131904618912387	0.00015561272489369	0.475967050650501	0.877415792255709	-0.163915259588435	0.102868987777597	0.000749270278827254	0.00632469025581379	-0.00415522538146332	-0.00169168061566065	-0.00550753490063127	0.00078498884664096	9	48	37	0	85	5	0.934435890494126	.	chr19	58118403	ZSCAN18	ZSCAN18	HAVANA	14	0.306601669245284	0.287666045533127	0.33983114198727	0.999648588187554	0.98726920019298
chr19.55157805	0.000102077852688147	0.000125176742312637	3.0554045120019e-05	0.642037356262954	0.412545892408498	-1.1491511801993	-0.958592142183065	-0.0291766290193637	0.0473106399238036	0.0378273138592191	0.0614350905140635	0.0221479213819104	-0.00230702895075381	17	0	82	0	82	0	0.293060220368424	.	chr19	55157805	AC010327.2	TNNI3,AC010327.2,DNAAF3,AC010327.4	HAVANA,HAVANA,HAVANA,HAVANA	17	0.185587161887824	0.126986283708449	0.210226276480536	0.999952590254861	0.9104420790955
chr19.12858703	4.0431947785689e-05	0.000807708089652218	9.2351400646823e-05	0.0549986324885867	0.860756724111749	-0.845028247518067	-0.161040975423712	-0.0177807483365625	0.0328622435246291	0.00652624935924289	-0.00471798238201471	0.0130959081164581	-0.00658242728977355	4	1	92	4	89	2	0.0269222832322026	.	chr19	12858703	HOOK2,MAST1	HOOK2,MAST1	HAVANA,HAVANA	6	0.12212309771249	0.244183811387197	0.287598667670931	0.966337575242262	0.985295804827691
chr19.34724464	0.00023672173898573	0.000383059438927638	6.45521443793918e-05	0.941810332261506	0.584120440503755	0.182269892953304	0.753359037372264	0.0125607075674383	-0.00774692229481025	-0.0300892940868679	-0.0225216557376166	-0.0324698764724063	0.00023780188015815	1	0	98	10	88	0	0.292929292929288	.	chr19	34724464	.	.	.	1	0.254845932892769	0.189677723866259	0.263403663618453	0.999952590254861	0.946481132643694
chr19.18309859	3.45247831052433e-06	1.25717279513919e-05	1.62755105832693e-06	0.295736207486022	0.606120365966136	-0.151923515007813	0.583012090756002	0.0032060524037214	0.0071936560242705	-0.0220984957127779	0.0262425995802284	0.0100847344925084	-0.00298774761758816	13	0	86	10	76	0	0.86994500301887	.	chr19	18309859	LSM4	LSM4	HAVANA	13	0.0388860908603456	0.0436867016674345	0.0752262792452155	0.996567763705048	0.950392909818062
chr19.56838881	0.000346448099701542	0.000692173289534055	0.000129155891037968	0.480425133601751	0.562411227492154	-0.58547823882685	0.18406140170127	-0.00707055641656825	0.0238622501639784	-0.00753925128066703	0.0226892121156596	-0.0115756460624039	-0.00239418664318995	6	2	91	0	93	0	0.180250134406135	.	chr19	56838881	ZIM2,PEG3	ZIM2,PEG3,MIMT1	HAVANA,HAVANA,HAVANA	6	0.289193242607363	0.233101085199335	0.321100791914333	0.99966160174476	0.942536583968796
chr19.39872376	3.26095011021335e-06	0.000198090846459442	0.00014078957791734	0.0031052139442239	0.167246019396286	-0.377660343421375	-0.439641990212114	-0.0168985434370063	0.0146202547226772	0.0180576462352563	0.00321968089504135	0.0354691392054416	-0.00616091894448547	9	0	89	26	63	1	0.175138247220777	.	chr19	39872376	FCGBP	FCGBP	HAVANA	10	0.0375769918838371	0.150599687894517	0.329527510108996	0.806725905790061	0.808614685567986
chr19.53787545	0.000215812744060697	0.000684414159573449	0.000192849402029721	0.156704665590289	0.39743857575727	-0.641622723279492	0.538914218515024	-0.00532902496317026	0.0232295724495712	-0.0220862152013013	-0.0627009285713008	-0.0381042306876182	-0.00676055856695369	10	0	89	1	88	0	0.159605699500783	.	chr19	53787545	.	AC008753.3,MIR371A,MIR371B,MIR372,MIR373,AC008753.2	HAVANA,ENSEMBL,ENSEMBL,ENSEMBL,ENSEMBL,HAVANA	10	0.244414323797496	0.232812271873197	0.35592359228725	0.987921150606296	0.906378092110947
chr19.47716918	0.00064640774883843	0.00052183891060073	0.000192709853570877	0.797635121817941	0.315959079400787	-0.17541445946221	0.354271019923872	0.00297725380118914	0.00818630227997805	-0.0123673998112257	0.0267319965368603	0.0311657670966412	0.0005758148196686	18	0	81	29	52	0	0.57813730048002	.	chr19	47716918	AC010519.1,EHD2	AC010519.1,EHD2	HAVANA,HAVANA	18	0.350827532785737	0.212408199325715	0.35592359228725	0.999952590254861	0.88077969139949
chr19.18785872	0.000132613390109309	6.57631450651959e-06	8.99259562450161e-05	0.210752247695193	0.0115285401158816	0.104740270884743	-0.149505637912919	-3.17279153332559e-05	-0.00302473806897851	0.00658341466918041	0.0294137352727083	0.0214996804239833	0.00131327400081606	3	54	38	0	92	4	0.43709550152884	.	chr19	18785872	COMP	CRTC1,COMP	HAVANA,HAVANA	7	0.204572077802647	0.032378169439819	0.286770442609105	0.993483071847673	0.478906315951192
chr19.50378380	1.95109219124708e-06	0.0007380473762943	0.000122274313605523	0.0023991201278132	0.632374944752407	-0.128246989544504	-0.278810892747806	-0.00876998929372682	0.00522468473059341	0.0109839824819793	0.00864399131483013	0.0111482834045084	-0.00374089563473897	16	0	82	48	34	1	0.423554870564371	.	chr19	50378380	NR1H2	NR1H2	HAVANA	17	0.0339426703929362	0.237834501497504	0.318897976606478	0.791412699927832	0.954465999726442
chr19.12284799	4.84612758280476e-05	0.000205146474622073	3.05223429021126e-05	0.219979575089126	0.621334593963586	0.157513614879327	0.268901576970746	0.00393983205040279	-0.00620977663342955	-0.0100441515795326	-0.00329930971596305	0.00637273812596146	-0.00125911106078969	1	0	98	36	62	0	0.292929292929288	.	chr19	12284799	ZNF44,AC012618.2	ZNF44,AC012618.2	HAVANA,HAVANA	1	0.133886169883334	0.152412439217597	0.210226276480536	0.994346480695932	0.952819768605658
chr19.40214147	2.71649974063407e-05	0.000178243795235749	1.65991020996585e-05	0.235795359159121	0.909973188162299	-0.787749876796388	-0.429503997495996	-0.0176986843404001	0.0302235232107482	0.0162459926934115	-0.0129770137569855	-0.00607823525207522	-0.00360274888416027	20	0	79	27	52	0	0.950250621224171	.	chr19	40214147	MAP3K10	MAP3K10,TTC9B	HAVANA,HAVANA	20	0.103645053781673	0.144266714603137	0.17551723142345	0.994514566974755	0.990932358557069
chr19.43718955	1.03236676283183e-05	0.000201732289888651	0.000223336620700862	0.00605475100433564	0.115381132431413	-0.599062495781864	-0.329472318041073	-0.0191143829324179	0.0244539154430175	0.0116270840612784	0.0329009466119484	-0.0209270744861221	-0.00730962695333418	14	0	85	29	56	0	0.513939243350191	.	chr19	43718955	IRGC	IRGC	HAVANA	14	0.0707357488709931	0.151488001700493	0.374544234284699	0.844801615443806	0.76435474113864
chr19.45145052	3.01642003252963e-05	0.000164323602388262	3.17394979206112e-05	0.129783138335242	0.50591504288245	-0.115419881093473	0.267946169200842	-0.000288289160523065	0.00520498969847425	-0.0102843412224624	0.0144338915220295	-0.00230581268406773	-0.00245297246175395	17	0	82	41	41	0	0.596805714089885	.	chr19	45145052	MARK4,PPP1R37	MARK4,PPP1R37,NKPD1	HAVANA,HAVANA,HAVANA	17	0.107195298194722	0.140739142940696	0.210870646097172	0.985527201750149	0.931577363295454
chr19.55087914	0.000292534305731555	0.000712876762500346	0.000185423967375394	0.232408244277259	0.42081597791331	-0.490899481610069	0.431267849302406	-0.0058044360762465	0.020828672431133	-0.0148179691539153	0.0362413019152104	0.0467897137055424	-0.00455566944707054	1	0	98	1	97	0	0.636363636363626	.	chr19	55087914	EPS8L1	EPS8L1,PPP1R12C	HAVANA,HAVANA	1	0.273349009367449	0.234596372461223	0.353259693655634	0.994514566974755	0.912513750013562
chr19.16067444	0.000119815027379233	0.00106867327819061	0.000189708821240779	0.0798705786015313	0.604100898421212	-0.602582627057785	0.326589800024518	-0.00968044567291213	0.0240084992637259	-0.013794741110409	0.00657639624466476	-0.0309314045486678	-0.00713296234684485	0	0	99	0	99	0	1	.	chr19	16067444	TPM4	LINC01855,TPM4	HAVANA,HAVANA	0	0.19972356051223	0.266307259414278	0.355716586133909	0.975706981579763	0.950064284963538
chr19.57387484	1.83090338423267e-05	4.12719956731042e-05	2.73196015042857e-05	0.091108943063018	0.176470016529324	-0.836347685310383	-1.26030784156631	-0.0378765063261006	0.033154764703611	0.0510692519616758	0.0431035685367855	0.101131573194276	-0.00926885254275955	19	1	79	1	79	0	0.00581110702283783	.	chr19	57387484	AC003002.1	AC003002.1,ZNF548,AC003002.3	HAVANA,HAVANA,HAVANA	19	0.0853158970732436	0.0773939788728965	0.197821209876435	0.97896810786504	0.814803444734179
chr19.608035	0.000725929524072285	0.00194429975873501	0.000215526491471014	0.825222378974359	0.958405896494139	-0.568177401349962	-0.366833619622672	-0.0115786973027951	0.021584187628551	0.0136553792433051	-0.00665645150992447	-0.00258342220871804	-0.000529822863774033	15	0	84	23	61	0	0.462288612049361	.	chr19	608035	HCN2	HCN2	HAVANA	15	0.359400062838155	0.326119000933893	0.368335967400524	0.999952590254861	0.995805132337457
chr19.57350857	0.000755242332675212	0.000960203845546029	0.000221166658364151	0.882168523139241	0.491090490877809	-0.159506323027705	-0.732943608113524	-0.0118101368009376	0.00591392114659883	0.029611343318085	0.00444446297022507	0.0348127933474022	-0.000525675268612642	19	10	70	0	80	0	0.210528534550867	.	chr19	57350857	AC005261.3	AC005261.3,AC005261.1	HAVANA,HAVANA	19	0.36428538020823	0.256683342979629	0.37339958733823	0.999952590254861	0.928766667788288
chr19.58460095	0.000665772104341391	0.0011648726591052	0.000192154495584315	0.920806670257779	0.650763931599034	0.226622836422024	-0.21248034853794	0.000355227241321747	-0.00953817036398498	0.00775711397427136	-0.0160487359362991	-0.00952717947949932	0.000186946333329559	5	0	94	27	67	0	0.735106862752017	.	chr19	58460095	.	ZNF324B	HAVANA	5	0.353657284207311	0.275065341963001	0.35592359228725	0.999952590254861	0.957696271403758
chr19.46638465	0.000642720254946059	0.000638826737098095	0.000189663786613253	0.821382368719338	0.373394579313677	-0.172272436902587	0.0980674708265473	-0.000832759177346587	0.00739918546278126	-0.00337268536499844	0.015665846892502	0.0103579972802963	0.00026604979262585	2	39	57	0	96	1	0.999999999999975	.	chr19	46638465	AC093503.4	AC093503.1,AC093503.4	HAVANA,HAVANA	3	0.350202252154312	0.227626957448375	0.355716586133909	0.999952590254861	0.89947996790904
chr19.13864927	3.3135077214138e-06	0.000119043294347718	6.16629238121281e-05	0.00792278888364231	0.223007627178728	-0.10112165834957	-0.269844779177756	-0.00157566228435192	0.00356211308007215	0.010741794001446	-0.00621287097787912	0.0134644391766804	0.00308314185233749	17	51	29	0	80	2	0.658283954533331	.	chr19	13864927	NANOS3	NANOS3	HAVANA	19	0.0378391766864421	0.12517295607512	0.262695717080697	0.865418671728272	0.842384408824422
chr19.43352959	0.000221140019606214	0.000453604970710842	7.69686740939593e-05	0.517619366821663	0.58899317946196	0.43222307908897	0.792187622625825	0.012891425723414	-0.0157795326951168	-0.0306661897522015	0.023302516206291	-0.00753974184887349	-0.00209233308266079	1	0	96	1	95	2	0.637128703402636	.	chr19	43352959	.	CD177	HAVANA	3	0.246854515326599	0.20225578402011	0.276300853014194	0.999952590254861	0.94740588094395
chr19.464360	8.67306229586859e-05	9.82256621639364e-05	3.79139990080183e-05	0.354492560063518	0.269981565422076	0.0247628591252217	0.531387529317962	0.0085361583640464	8.79942455772055e-05	-0.0190026617532241	0.0225105529079096	0.0366011079084815	0.00208452174137679	5	0	94	13	81	0	0.372155703893557	.	chr19	464360	ODF3L2	SHC2,ODF3L2	HAVANA,HAVANA	5	0.172875998186449	0.115871965788543	0.224710471010367	0.99839631615147	0.864115363118374
chr19.5110795	0.000272417599825102	0.000611289056544705	9.55700396820881e-05	0.525739561882467	0.654882111404326	0.0738338379422756	0.319877918571689	0.005724596397478	-0.00229872088839089	-0.012216437177461	0.00903067710736482	-0.00311080694921928	0.000876198260371996	17	0	81	45	36	1	0.946977635778349	.	chr19	5110795	KDM4B	KDM4B	HAVANA	18	0.26598001084154	0.223128344121914	0.289939115546637	0.999952590254861	0.958355364730429
chr19.58045169	0.000121627257702592	0.000205791661352064	3.30317203491683e-05	0.82290962509515	0.589521841997738	0.549662739652745	0.218824733218778	0.0081535498529479	-0.020669287439048	-0.00788420963391719	0.0204427275158573	0.0127105604030521	-0.000460379421168288	7	0	89	22	67	3	0.592771672276663	.	chr19	58045169	ZSCAN1,LETM1P2	ZSCAN1,LETM1P2,HNRNPDLP4	HAVANA,HAVANA,HAVANA	10	0.200351562874695	0.152425179232582	0.213523532484036	0.999952590254861	0.947465336521869
chr19.39906028	6.21184126004971e-07	2.03364204962285e-06	2.56440424913676e-07	0.323195506667433	0.564272837201671	0.0512779317527554	0.423331274563509	0.00433832898725451	-0.00215937163036128	-0.0160194079898605	-0.00832787823477677	0.00708528067798935	-0.00147100944160103	1	0	97	20	77	1	0.532467532467543	.	chr19	39906028	FCGBP	FCGBP	HAVANA	2	0.0204299135175747	0.0177620467266673	0.0346146826514083	0.997590039059043	0.942795663110007
chr19.2221987	1.21217843540099e-05	0.00148802173817931	0.000202336295401968	0.0074393357779046	0.785432795470227	-0.0850468993076593	0.224625237514195	-0.00175813454532895	0.00359853154093624	-0.0082726020783356	0.00403873045703756	0.00906999709605394	-0.00357208857399429	7	0	91	29	62	1	0.732722203244866	.	chr19	2221987	DOT1L	DOT1L	HAVANA	8	0.0760819168344182	0.300303294713623	0.360876877718812	0.862781904131	0.976163612263182
chr19.51029324	0.000249702000798439	0.000157429226018553	8.37743867922549e-05	0.562035449700273	0.219309447109481	-0.479845411707553	-0.262049772039958	-0.00882814219785229	0.0199965039994142	0.0108650091403538	0.0356284808139382	0.0265622088436184	0.00125655979993704	14	0	81	17	64	4	0.393373825407085	.	chr19	51029324	KLK12	KLK11,KLK12,AC011473.3	HAVANA,HAVANA,HAVANA	18	0.259884943214544	0.138776167695103	0.282877548656978	0.999952590254861	0.840567710086367
chr19.39889781	2.00022599696859e-06	0.000273429416561612	0.000140196586391021	0.00181484244627408	0.219985715704664	0.0472765679636002	0.356939390824618	0.000205466428656351	-0.00230642167444468	-0.0148473451125536	-0.0157484696118719	-0.028888444700523	-0.00527149288852067	1	0	97	22	75	1	0.532467532467543	.	chr19	39889781	FCGBP	FCGBP	HAVANA	2	0.0339426703929362	0.169815460857017	0.328878592223603	0.774588524182617	0.841030859740621
chr19.50642321	2.98342155772586e-05	8.78578130630599e-07	8.96080061616801e-06	0.580193851089909	0.0160457807400716	-0.566645417043174	-0.781990243790391	-0.013991015280024	0.0202137871488212	0.0269632467732728	-0.0408530214264902	-0.0750973818358883	0.00152033398933168	3	0	92	16	76	4	0.112813152846242	.	chr19	50642321	.	SYT3	HAVANA	7	0.106652975270344	0.0125856662845827	0.134667769253876	0.999952590254861	0.515980510769646
chr20.17225701	2.5104607068332e-05	5.89969444622256e-06	1.44913822347373e-05	0.250142033683574	0.0586181378038649	0.818430787845079	0.613506291699518	0.0220323251538768	-0.0310533813521952	-0.02554209334287	0.0129538213746742	-0.0641177299909386	0.00389714459886525	18	4	76	0	80	1	0.082646051659104	.	chr20	17225701	AL359511.3	AL359511.2,AL359511.3,PCSK2	HAVANA,HAVANA,HAVANA	19	0.101183441949016	0.0311950232710132	0.172152498023156	0.99536978206574	0.678121260232958
chr20.59729504	0.000318034279414952	1.50822404499461e-05	0.000138462774402227	0.380774886928539	0.0160002707246675	0.203962755455041	0.280871703734695	0.0042064981931324	-0.0068188696583396	-0.00967111958457656	0.0267796954433072	0.0269824400921673	-0.000959462729842773	0	0	94	24	70	5	0.522034350167833	.	chr20	59729504	PHACTR3	PHACTR3	HAVANA	5	0.282695169838469	0.0471515853798977	0.327615475537521	0.998713746285202	0.515682074253766
chr20.63288146	1.123392154616e-07	2.03367202725427e-07	5.01651028938199e-08	0.297242799338338	0.33423273833579	-0.161578485387736	0.353411729177486	0.00159105743491719	0.00699901897130203	-0.013955676831746	0.0100500160428398	-0.0158919157523057	-0.0019016170941285	15	0	84	37	47	0	0.999999999999981	.	chr20	63288146	ARFGAP1	ARFGAP1,MIR4326	HAVANA,ENSEMBL	15	0.00710516588842943	0.00619303220887745	0.0147205250713733	0.996567763705048	0.887182153484031
chr20.51523942	0.000143304178628296	2.69277731104172e-09	7.59554857715508e-05	0.289294195238388	1.86462446115666e-05	-0.18262880338584	0.13266600675496	-0.000228209162410544	0.00506839401174897	-0.00641767411813502	-0.0553055413119871	-0.0343167539432617	-0.00130151535889541	9	0	83	51	32	7	0.147022190137635	.	chr20	51523942	NFATC2	NFATC2	HAVANA	16	0.210970564345805	0.000402553806538934	0.276300853014194	0.996567763705048	0.0580729166010081
chr20.61950661	4.58823491453799e-05	0.000710572644765178	9.31975075706671e-05	0.0621786698065869	0.759127299982705	-0.0859348295545495	1.13529764527862	0.00398578355286152	0.00226770473893581	-0.0440211769589508	-0.0393857045691729	-0.0192619739680137	-0.0102727716700939	6	2	91	3	90	0	0.768276251057586	.	chr20	61950661	.	TAF4,MIR1257	HAVANA,ENSEMBL	6	0.13099036293782	0.234307019440372	0.287598667670931	0.967788254454741	0.972764187616562
chr20.61665296	0.000229522598037974	0.000282262900366888	9.60919769749922e-05	0.402929403766962	0.329489399627078	-0.0448509834975296	0.528121088315103	0.00431796563741294	0.00301910572082933	-0.0207780808497686	0.0255413433758796	-0.014092462829822	-0.00234737057708019	18	0	79	18	61	2	0.603771245480573	.	chr20	61665296	CDH4	CDH4	HAVANA	20	0.250454236535753	0.171982693697015	0.289939115546637	0.999188326550467	0.885442103477821
chr20.44619672	3.07798651420644e-07	0.000215184065686067	2.14324064310892e-05	0.00213597371070979	0.869561255439047	0.287286016235781	-0.0191983935662567	-0.000954935059570654	-0.0113932834816334	0.000906111665256296	-0.00327761031445948	0.00360974392944495	-0.0041117388779566	4	0	95	38	57	0	0.45349826903585	.	chr20	44619672	PKIG,ADA	PKIG,ADA	HAVANA,HAVANA	4	0.013423983308998	0.153856040806646	0.191544328286388	0.787548353592743	0.986316577608674
